duration,predictions,gt,predictions_clean,gt_clean
10.9000625,But we continue to see as I mentioned strong appetites among institutional advances for these green accents which regulated all long term constructed references.,"But we continue to see, as I mentioned, strong appetite, um, among institutional investors for these green assets with regulated or long term contracted revenue.",but we continue to see as i mentioned strong appetites among institutional advances for these green accents which regulated all long term constructed references,but we continue to see as i mentioned strong appetite among institutional investors for these green assets with regulated or long term contracted revenue
14.7600625,"and also going forward with the remaining parts of the year, the second half, the reason for this is on the back of Hedging and the Scouts to functionality in regards to the recovery of energy prices.","Um, and obviously, going forward over the, the remaining months of the year in the second half, it will be the reason for this is on the back of hedging in the customer seasonality in basically the recovery of energy prices.",and also going forward with the remaining parts of the year the 2nd half the reason for this is on the back of hedging and the scouts to functionality in regards to the recovery of energy prices,and obviously going forward over the the remaining months of the year in the 2nd half it will be the reason for this is on the back of hedging in the customer seasonality in basically the recovery of energy prices
9.3599375,"So, in relation to your first question, to how much casted quotation is in the recurring numbers you are talking about.","So in relation to, to your first question, um, just how much asset rotation is in the recurring numbers I was talking about.",so in relation to your 1st question to how much casted quotation is in the recurring numbers you are talking about,so in relation to to your 1st question just how much asset rotation is in the recurring numbers i was talking about
3.0000625,also in this case in terms of one off cross.,"And also, in this question in terms of one-off costs.",also in this case in terms of one off cross,and also in this question in terms of one off costs
15.2800625,"so this would be really important, particularly given what's happened in the last couple of months of Covid, as we've managed to relock in a lot of that information and put it on the right path to extract that information from growth opportunities that we've been developing now for a number of years.","So this has been really important, um, particularly given what's happened in the last couple of months with COVID because we've managed to really lock in a lot of value creation and it's put us on the right path to extract value from growth opportunities that we've been developing now for a number of years.",so this would be really important particularly given what is happened in the last couple of months of covid as we have managed to relock in a lot of that information and put it on the right path to extract that information from growth opportunities that we have been developing now for a number of years,so this has been really important particularly given what is happened in the last couple of months with covid because we have managed to really lock in a lot of value creation and it is put us on the right path to extract value from growth opportunities that we have been developing now for a number of years
5.6800625,"which is recurring event over the years, so is more pressure on the second quarter.","This is a recurring event every year, so there's, uh, more pressure on the second quarter.",which is recurring event over the years so is more pressure on the 2nd quarter,this is a recurring event every year so there is more pressure on the 2nd quarter
7.86,"I think that the method is a lot of competition, in terms of the cover situation and very attractive questions.","I think here the message is a lot of competition, um, fight the COVID situation, and very attractive prices.",i think that the method is a lot of competition in terms of the cover situation and very attractive questions,i think here the message is a lot of competition fight the covid situation and very attractive prices
10.26,But there is something we already have the team working on this and fully developing the hundred day plan.,"But this is something we already have the team working on this and, um, and fully developing the 100 day plan.",but there is something we already have the team working on this and fully developing the 100 day plan,but this is something we already have the team working on this and and fully developing the 100 day plan
4.9400625,and then to necessarily sell part of it to continue to recycle that capital.,"Um, and then if necessary, sell part of it to, to continue to recycle that capital.",and then to necessarily sell part of it to continue to recycle that capital,and then if necessary sell part of it to to continue to recycle that capital
5.7799375,"on. Second one, there's a very granular such-manyly yes, no-question.","Um, second one, sort of very granular, sort of mainly a yes, no question.",on 2nd one there is a very granular such manyly yes no question,2nd one sort of very granular sort of mainly a yes no question
5.32,and the first one is a bit pedantic in apologizing in a past.,"Um, the first one is, um, a bit pedantic and I apologize in advance.",and the 1st one is a bit pedantic in apologizing in a past,the 1st one is a bit pedantic and i apologize in advance
9.020125,"In other words, we are still a triple B minus rating, and we have the objective of trying to move to a triple B rating.","In other words, um, we are still a triple B minus rating and we have the objective of, of trying to move to a triple B rating.",in other words we are still a triple b minus rating and we have the objective of trying to move to a triple b rating,in other words we are still a triple b minus rating and we have the objective of of trying to move to a triple b rating
2.020125,This and I think we'll focus on the business plan.,"Listen, I think we focused on the business plan.",this and i think we will focus on the business plan,listen i think we focused on the business plan
11.340125,"The second view, which we have for this week, refers to five hundred and sixty megawatts in the US, that is, a view of two point one million dollars per megawatt, as of C.U.D. So I just highlighted, as of C.U.D.","The second view, which we announced this week, uh, refers to 560 megawatts in the US that has a levy of $2.1 million per megawatt, as of COD, so I just highlighted as of COD.",the 2nd view which we have for this week refers to 560 megawatts in the us that is a view of $2100000 per megawatt as of c u d so i just highlighted as of c u d,the 2nd view which we announced this week refers to 560 megawatts in the us that has a levy of $2100000 per megawatt as of cod so i just highlighted as of cod
3.7000625,We hope you manage to take some rest and recharge batteries.,We hope you manage to take some rest and recharge batteries.,we hope you manage to take some rest and recharge batteries,we hope you manage to take some rest and recharge batteries
3.6200625,"Last time, I was just moving in a very calm way.","Last slide, let's just move into summary.",last time i was just moving in a very calm way,last slide let us just move into summary
5.819875,"So that I certainly wouldn't draw the suns on the country, we were heavily affected by Covid.","So I, I certainly wouldn't draw this out, on the contrary, we were heavily impacted by COVID.",so that i certainly would not draw the suns on the country we were heavily affected by covid,so i i certainly would not draw this out on the contrary we were heavily impacted by covid
0.6000625,TWO.,"Please go ahead, sir.",2,please go ahead sir
4.7801875,to the part of it in relation to the previous renewals.,"It's just a part of it, um, in relation specifically to renewables.",to the part of it in relation to the previous renewals,it is just a part of it in relation specifically to renewables
8.6,in the way that we could possibly even try to understand what you have arrived at.,"I mean, there's in fact, there's not even any number out there that we could possibly even try to understand what have a reference to that.",in the way that we could possibly even try to understand what you have arrived at,i mean there is in fact there is not even any number out there that we could possibly even try to understand what have a reference to that
4.8199375,"But more-but also in relation to this question, I think it's a relevant point.","But just in also in relation to this question, I think it's a relevant point.",but more but also in relation to this question i think it is a relevant point,but just in also in relation to this question i think it is a relevant point
10.7400625,"So, as I say, in finnish we're obviously impairing the asset value, we're also impairing some of the coal value and restriction costs associated with that.","So let's say in <inaudible> we're obviously impairing the after-value, we're also impairing the, some of the core value, and restructuring costs associated with that.",so as i say in finnish we are obviously impairing the asset value we are also impairing some of the coal value and restriction costs associated with that,so let us say in we are obviously impairing the after value we are also impairing the some of the core value and restructuring costs associated with that
13.14,but I was wondering whether you could tell us what is the run rate in terms of installations that eVTR could do.,"But I was wondering, what if you could, uh, tell us what is the run rate in terms of, uh, installations that EDPR could do?",but i was wondering whether you could tell us what is the run rate in terms of installations that evtr could do,but i was wondering what if you could tell us what is the run rate in terms of installations that edpr could do
4.700125,So just a quick note here on the right position...,"So just a quick note here, uh, on the, on the rights issue.",so just a quick note here on the right position .,so just a quick note here on the on the rights issue
10.8,"In some cases this could imply some delays for up to around 500 megawatts of wind, which we have on the Constitution of the US for five days.","In some cases, this could imply some delays for, for up to around 500 megawatts of wind <inaudible> uh, which we have under construction in the US for 2020.",in some cases this could imply some delays for up to around 500 megawatts of wind which we have on the constitution of the us for 5 days,in some cases this could imply some delays for for up to around 500 megawatts of wind which we have under construction in the us for 2020
5.2200625,"In terms of recurring net profit, this increased by eight per cent to five hundred and nine millimetres.","In terms of recurring net profit, this increased by 8% to €509 million.",in terms of recurring net profit this increased by 8% to 509 millimeters,in terms of recurring net profit this increased by 8% to €509000000
4.500125,so that you can understand the content of the video.,"Rough, roughly.",so that you can understand the content of the video,rough roughly
8.040125,"So it's important also not to forget other commandments, so it will be key, namely the HIGO, lecture mobile, smart bridge where rules also being very often.","So, um, supporting also not to forget other investments that will be key, namely the hydro electric mobility smart grids, where we've also been very active.",so it is important also not to forget other commandments so it will be key namely the higo lecture mobile smart bridge where rules also being very often,so supporting also not to forget other investments that will be key namely the hydro electric mobility smart grids where we have also been very active
4.460125,but with those also being significantly impacted by the pandemic.,Brazil's obviously been significantly impacted by the pandemic.,but with those also being significantly impacted by the pandemic,brazil is obviously been significantly impacted by the pandemic
9.0600625,"If we only considered the wind affix, the multiple would be around two point four million dollars per megawatt, so that's also significant increase versus our previous transaction in North America.","If we only consider the wind assets, the multiple would be around $2.4 million per megawatt, so that's also a significant increase versus our previous transaction in North America.",if we only considered the wind affix the multiple would be around $2400000 per megawatt so that is also significant increase versus our previous transaction in north america,if we only consider the wind assets the multiple would be around $2400000 per megawatt so that is also a significant increase versus our previous transaction in north america
9.7200625,"I think that was a significant achievement for us, and it really allows us to grow in activities that believe are fully aligned with the energy transition, mainly networks and renewables.","I think that was a significant achievement for us and it really allows us to grow in activities we believe are fully aligned with the energy transition, mainly networks and renewables.",i think that was a significant achievement for us and it really allows us to grow in activities that believe are fully aligned with the energy transition mainly networks and renewables,i think that was a significant achievement for us and it really allows us to grow in activities we believe are fully aligned with the energy transition mainly networks and renewables
4.32,but certainly you are feeling very good about the company and about the...,"But certainly we're, we're feeling very good about the company and about the prospects going forward.",but certainly you are feeling very good about the company and about the .,but certainly we are we are feeling very good about the company and about the prospects going forward
0.9200625,"Thank you, my dear co.",Thanks for the call.,thank you my dear co,thanks for the call
4.8600625,and then start now is increasingly a bit...,"And then, it started, now it's increasing a little bit.",and then start now is increasingly a bit .,and then it started now it is increasing a little bit
7.3400625,The Pot Archive's cost represented an increase of around ninety million dollars.,Total purchases cost represented an increase of around $90 million.,the pot archive is cost represented an increase of around $90000000,total purchases cost represented an increase of around $90000000
9.2000625,"In our view, the Twenty Twenty One show, Adjustment, is not a structural one.","In our view, this 2021 scenario adjustment is not a structural work one.",in our view the 2021 show adjustment is not a structural one,in our view this 2021 scenario adjustment is not a structural work one
2.760125,or I use and understood something here.,or or I misunderstood something here?,or i use and understood something here,or or i misunderstood something here
15.3599375,"and we have an agreement to sell up to around three hundred fifty. So we have seen, are of the, create that is going to be sold in the future.","And uh, we have uh, in agreement, um, to sell up to around 350, so we are still part of the uh, crate that is going to be sell in the future.",and we have an agreement to sell up to around 350 so we have seen are of the create that is going to be sold in the future,and we have in agreement to sell up to around 350 so we are still part of the crate that is going to be sell in the future
7.94,So what I would say is that the work on triton is evolving.,"So, what I- I uh, what I would say in this that uh- uh, the- the- the work on inaudible is advancing.",so what i would say is that the work on triton is evolving,so what i i what i would say in this that the the the work on inaudible is advancing
16.580125,"The development capix which sixty hundred six hundred million dollars, largely driven by our Reign of Open Extension Programme and development of our distribution business, to contain the digitalisation of our network.","Development cap X reached 60 hundred, $600 million, largely driven by our renewable expansion program and development of our distribution business to continue the digitalization of our network.",the development capix which $600006000 largely driven by our reign of open extension program and development of our distribution business to contain the digitalisation of our network,development cap x reached 6000 $600000000 largely driven by our renewable expansion program and development of our distribution business to continue the digitalization of our network
2.3400625,".""Good day, ladies and gentlemen.","Good day, ladies and gentlemen.",good day ladies and gentlemen,good day ladies and gentlemen
7.0200625,in the video description. We have answered in the Expo by the House,"On transmission, we have answered in the expert paraphrase.",in the video description we have answered in the expo by the house,on transmission we have answered in the expert paraphrase
3.44,Banana now on page fifteen.,"And now, on page 15.",banana now on page 15,and now on page 15
3.8800625,"Isadella Clemas, Head of Infestation Relations of Amnesty, h","Isabela Klemes, Head of Investor Relations at Enel Chile.",isadella clemas head of infestation relations of amnesty h,isabela klemes head of investor relations at enel chile
11.1399375,"Figuring out a good collection, as we mentioned to myself, we are in the process of generating an audio description.","regard regarding collections, uh, as uh we mentioned, Seth and myself, we are in the process of upgra- upgrading our um, our system.",figuring out a good collection as we mentioned to myself we are in the process of generating an audio description,regard regarding collections as we mentioned seth and myself we are in the process of upgra upgrading our our system
6.5399375,The remaining twat two hundred and fifty connected in the early months of twenty twenty two.,"The remaining 200, 250 connected in the uh- uh, early months of 2022.",the remaining twat 250 connected in the early months of 2022,the remaining 200 250 connected in the early months of 2022
15.6200625,"By December twenty twenty one, in most than one year, we have reached most than fifty eight thousand payment agreements with our clients, which fifty three per cent correspond to the basic service loan.","By September, 2021, in more than one year, we have reached more than 58,000 payment agreements with our clients, of which 53% correspond to the tax service law.",by december 2021 in most than one year we have reached most than 58000 payment agreements with our clients which 53% correspond to the basic service loan,by september 2021 in more than one year we have reached more than 58000 payment agreements with our clients of which 53% correspond to the tax service law
14.4999375,"The new intuence, all SVG links, which consider as KBI, the FQT or addition of our generation, please, by Q225, are mainly related to the cap explain execution.","The new insurance inaudible linked, which consider as KPI, in the C02 emission of our inaudible fleet by 2023 are mainly related to the capex inaudible execution.",the new intuence all svg links which consider as kbi the fqt or addition of our generation please by q 225 are mainly related to the cap explain execution,the new insurance inaudible linked which consider as kpi in the c 2 emission of our inaudible fleet by 2023 are mainly related to the capex inaudible execution
15.2201875,. It is important because we are working to cover all the periods for twenty to twenty two including the extended early months where maybe the infected old age is higher.,"It's important because we, we are working to cover, uh, all the period for 2022, including the, uh, let's say, the early month, where maybe the, uh, the impact across is, uh, high there.",it is important because we are working to cover all the periods for 20 to 22 including the extended early months where maybe the infected old age is higher,it is important because we we are working to cover all the period for 2022 including the let us say the early month where maybe the the impact across is high there
6.7400625,"And welcome to En-O'Chillai, thirty quarter and nine months, twenty twenty one Results Conference call.",And welcome to our Enel Chile third quarter and nine months 2021 results conference call.,and welcome to en 0 chillai 30 quarter and 9 months 2021 results conference call,and welcome to our enel chile 3rd quarter and 9 months 2021 results conference call
10.1600625,"In the third quarter of twenty twenty one, the Colstock Inferment amounted to eleven million dollar in a VITAP and eight million in the group netting.","In the third quarter of 2021, the coal stock impairment amounted to $11 million in EBIDA and $8 million in the gross net income.",in the 3rd quarter of 2021 the colstock inferment amounted to $11000000 in a vitap and 8000000 in the group netting,in the 3rd quarter of 2021 the coal stock impairment amounted to $11000000 in ebida and $8000000 in the gross net income
5.580125,"in the video. So, in the","So uh- uh, they enter the system and they cost very much.",in the video so in the,so they enter the system and they cost very much
8.0401875,to the content of the work and you have a whole series of considerations of the pressure on these textual and global levels.,Negotiation with the counterpart and we have also taken into consideration what the pressure on this sector at the global level.,to the content of the work and you have a whole series of considerations of the pressure on these textual and global levels,negotiation with the counterpart and we have also taken into consideration what the pressure on this sector at the global level
4.1400625,Our first question was a comforting line of Javier Suarez's from,"Our first question will come from the line of Javier inaudible, from inaudible.",our 1st question was a comforting line of javier suarez is from,our 1st question will come from the line of javier inaudible from inaudible
3.0801875,"Between at start one for questions,","Once again, that's star one for questions.",between at start one for questions,once again that is star one for questions
11.5000625,The measure of distribution and movement reflects the recent easing of the senatorial conditions showing a passive recovery when comparing to the Pyrrhonist here.,"Energy distribution improvement reflects the recent inaudible of the sanitary conditions, showing a partial recovery when comparing to the inaudible.",the measure of distribution and movement reflects the recent easing of the senatorial conditions showing a passive recovery when comparing to the pyrrhonist here,energy distribution improvement reflects the recent inaudible of the sanitary conditions showing a partial recovery when comparing to the inaudible
3.4800625,I'll like to hear the call back over to Isabella for an enclosure march.,I'd like to turn the call back over to Isabella for any closing remarks.,i will like to hear the call back over to isabella for an enclosure march,i would like to turn the call back over to isabella for any closing remarks
12.2000625,"Our efforts and investments have allowed to increase the quality of our service, resulting in a low anxiety by sixteen per cent.","Our efforts and investment have allowed to increase the quality of our service, without inaudible by 16%.",our efforts and investments have allowed to increase the quality of our service resulting in a low anxiety by 16%,our efforts and investment have allowed to increase the quality of our service without inaudible by 16%
8.560125,on the content of the video.,"Okay, thanks Paolo.",on the content of the video,okay thanks paolo
9.940125,"and the net effect of the impairment of Bokwena, too, is six hundred and fifty nine thousand dollars at a button line.","In the next excerpt of the impairment of inaudible two, is $659 million at the bottom line.",and the net effect of the impairment of bokwena too is $659000 at a button line,in the next excerpt of the impairment of inaudible 2 is $659000000 at the bottom line
9.1001875,The second one is-I'm not having any deviation from Caffex versus the expected guidance.,"the the second one is um, are you having any deviation from cap X versus the- the- the expected uh, guidance?",the 2nd one is i am not having any deviation from caffex versus the expected guidance,the the 2nd one is are you having any deviation from cap x versus the the the expected guidance
8.22,by demanding us to increase the volume of searches at a higher price versus less people.,That demanded us to increase the volume of purchases at the higher prices versus last year.,by demanding us to increase the volume of searches at a higher price versus less people,that demanded us to increase the volume of purchases at the higher prices versus last year
26.1200625,"and an ex is expanding its effort to displace foligly energy sources and promote the intended use of electrosy in the public and private structures, accelerating an agenda that allows the electrification of industrial processes, fleets, and public transport, as well as the implementation of energy","Enel X is founding this effort to displace polluting energy sources, and for most of the intensive use of electricity, in the public and private sectors, accelerating an agenda that allows for the electrification of natural processes, free and public transport, as well as the implementation of energy efficiency meters, in private and public buildings.",and an ex is expanding its effort to displace foligly energy sources and promote the intended use of electrosy in the public and private structures accelerating an agenda that allows the electrification of industrial processes fleets and public transport as well as the implementation of energy,enel x is founding this effort to displace polluting energy sources and for most of the intensive use of electricity in the public and private sectors accelerating an agenda that allows for the electrification of natural processes free and public transport as well as the implementation of energy efficiency meters in private and public buildings
7.8600625,"of the data set at the start of the session, just give you an update on the situation.","Uh, regarding, uh, the, hmm, the capex strategy, uh, just give you an update on the situation.",of the data set at the start of the session just give you an update on the situation,regarding the the capex strategy just give you an update on the situation
1.3799375,in order to prevent any mistakes.,That's all.,in order to prevent any mistakes,that is all
2.9,and that the features are advancing.,"Uh, the figures are advancing.",and that the features are advancing,the figures are advancing
5.4400625,"Above that, one hundred fifty will be connected to the group by first quarter of fifty twenty two.","Additional 250 will be connected to the grid by third quarter, 2022.",above that 150 will be connected to the group by 1st quarter of 5022,additional 250 will be connected to the grid by 3rd quarter 2022
5.12025,and-and the last one just to confirm the previous question about natural gas.,"And- and the last one, just to confirm the previous question about natural gas.",and and the last one just to confirm the previous question about natural gas,and and the last one just to confirm the previous question about natural gas
5.7801875,"Begiding Factor, I would leave the answer.","Regarding uh, factoring, I would uh, I would leave the uh, answer to- to Giuseppe.",begiding factor i would leave the answer,regarding factoring i would i would leave the answer to to giuseppe
8.1200625,"In order to minimize these impacts, we continue to promote payment agreement with the aim at reducing the overdue accounts.","In order to minimize this impact, we continue to promote payment agreements, with the aims at reducing the overdue accounts.",in order to minimize these impacts we continue to promote payment agreement with the aim at reducing the overdue accounts,in order to minimize this impact we continue to promote payment agreements with the aims at reducing the overdue accounts
17.2800625,"Regarding the composition of bones and final consumer, we have achieved the milestone of recreating one in ten thousand good stores with the efficient electrical and conditioning equipment in Chile.","Regarding the decarbonization of inaudible and final consumer, we have achieved the milestone of replacing 110,000 inaudible stoves with ef- effi- efficient electric or air conditioning inaudible within Chile.",regarding the composition of bones and final consumer we have achieved the milestone of recreating one in 10000 good stores with the efficient electrical and conditioning equipment in chile,regarding the decarbonization of inaudible and final consumer we have achieved the milestone of replacing 110000 inaudible stoves with ef effi efficient electric or air conditioning inaudible within chile
26.0801875,Heading to say that the import that we have in the Cupid Laws is pretty high because the discount of the receivable are made assumed by a christen of the receivable the last moment of twenty twenty seven.,"Having said that, uh, the impact that we have in the capital loss is pretty high because their uh, discount of the receivable are made assuming, eh, a cash in of the receivable, uh, the last moment of 2027.",heading to say that the import that we have in the cupid laws is pretty high because the discount of the receivable are made assumed by a christen of the receivable the last moment of 2027,having said that the impact that we have in the capital loss is pretty high because their discount of the receivable are made assuming eh a cash in of the receivable the last moment of 2027
8.700125,and the raun fat to do production will be finalized by the first act that it would,"And their path to full production will be finalized by inaudible of 2022, for most of the project.",and the raun fat to do production will be finalized by the 1st act that it would,and their path to full production will be finalized by inaudible of 2022 for most of the project
16.500125,". Clearly everything is based on the next month's evaluation, considering also that the commodity prize still to be and remain high, looking at the forward car for the end of the year, early twenty twenty two.","Clearly, everything is based on the next month evolution, considering also that uh, the commodity price still to be uh, remain high looking at forward climb for the uh, let's say end of the year, uh, early 2022.",clearly everything is based on the next month is evaluation considering also that the commodity prize still to be and remain high looking at the forward car for the end of the year early 2022,clearly everything is based on the next month evolution considering also that the commodity price still to be remain high looking at forward climb for the let us say end of the year early 2022
2.88,Thanks to all for joining us today's I,Thanks to all for joining us today.,thanks to all for joining us today is i,thanks to all for joining us today
15.5200625,We now have fourteen per cent of our totally gross depth at the digital link. Our plan is to continue to cue soon this kind of depth line that is awarding our movement toward a cleaner matriculation.,"We now have 14% of our totally gross debt and digitally linked our plan is to inaudible this kind of debt line, that is awarding our movement, so we're a cleaner matrix.",we now have 14% of our totally gross depth at the digital link our plan is to continue to cue soon this kind of depth line that is awarding our movement toward a cleaner matriculation,we now have 14% of our totally gross debt and digitally linked our plan is to inaudible this kind of debt line that is awarding our movement so we are a cleaner matrix
1.8599375,I think you mentioned that to the presentation.,I think you mentioned that you did a presentation.,i think you mentioned that to the presentation,i think you mentioned that you did a presentation
4.719875,Our next question was on the word Murilo Rassimi from Santander.,"Our next question comes offline, uh, Amorio from Santender.",our next question was on the word murilo rassimi from santander,our next question comes offline amorio from santender
34.12,"before you begin. I am going to project a comment that if we see the expected generation that we project at the beginning of this year, beginning of 2021, we will remodel it, and I am going to project to the execution of the project that we have been affected, especially in 2021.","Uh, regarding the production of solar facility, let me comment that uh, if we do, if uh, we see the expected uh- um, the direction curve that we predicted at the beginning of this year, at beginning of 2021, I believe that there is a re-modulation regulation due to the uh, execution of the, of the project that has been affected, especially in 2021, from an event drive from the pandemic.",before you begin i am going to project a comment that if we see the expected generation that we project at the beginning of this year beginning of 2021 we will remodel it and i am going to project to the execution of the project that we have been affected especially in 2021,regarding the production of solar facility let me comment that if we do if we see the expected the direction curve that we predicted at the beginning of this year at beginning of 2021 i believe that there is a re modulation regulation due to the execution of the of the project that has been affected especially in 2021 from an event drive from the pandemic
8.62,and the remaining plant the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and,"And the remaining plant uh, the eh, uh, the the- the Olig one, the south.",and the remaining plant the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and the and,and the remaining plant the eh the the the olig one the south
0.6199375,to language.,Your line is open.,to language,your line is open
9.7,"Represent the variation of almost one hundred twenty million dollars, mainly explained by the lower IDRO domination.","Represented the valuation of almost $120 million, mainly explained by the lower hydro generation.",represent the variation of almost $120000000 mainly explained by the lower idro domination,represented the valuation of almost $120000000 mainly explained by the lower hydro generation
5.64025,and are-are you seeing some seasonal deviation in this regard?,"And are- are you seeing some uh, seasonal deviation in in this regard?",and are are you seeing some seasonal deviation in this regard,and are are you seeing some seasonal deviation in in this regard
14.1400625,"Bringing this challenging scenario, invest in renewables to divestify our matrix to reduce our exposure to the biology community has been confirmed to be at regularity, in reference to our one point three diagram of new projects in English.","Within this challenging scenario, investing renewables to give inaudible to reduce our exposure to the inaudible, it has been confirmed to be a priority, with reference to our 1.3 gigawatt, a new project under construction.",bringing this challenging scenario invest in renewables to divestify our matrix to reduce our exposure to the biology community has been confirmed to be at regularity in reference to our one.3 diagram of new projects in english,within this challenging scenario investing renewables to give inaudible to reduce our exposure to the inaudible it has been confirmed to be a priority with reference to our one.3 gigawatt a new project under construction
8.580125,"We have finalized the plans for October, so we need to lay in some weeks a delay that we are calling during November and December.","We are finalizing the month of October, so you, we still having some uh, weeks of delay that we are covering during November and December.",we have finalized the plans for october so we need to lay in some weeks a delay that we are calling during november and december,we are finalizing the month of october so you we still having some weeks of delay that we are covering during november and december
10.5599375,So it means that the time value of the learning from 2017 till this year is fairly important.,"So, it means that uh- uh, the time value of the money from 2027 til uh, this year is pretty- pretty important.",so it means that the time value of the learning from 2017 till this year is fairly important,so it means that the time value of the money from 2027 til this year is pretty pretty important
4.9200625,The edition of BEDT has been bowed and to be made early autumn.,"Additional vessel has been bought and be delivered uh, early September.",the edition of bedt has been bowed and to be made early autumn,additional vessel has been bought and be delivered early september
13.6200625,"In terms of determination, our scale remains sustainable, with an average of six years, and with a cost essentially aligned with the last year's figure.","In terms of in, um, debt amortization our scale remains similar with a leverage of six year, and with a cost substantially aligned with the last year to yours.",in terms of determination our scale remains sustainable with an average of 6 years and with a cost essentially aligned with the last year is figure,in terms of in debt amortization our scale remains similar with a leverage of 6 year and with a cost substantially aligned with the last year to yours
13.9000625,"This is an important effect for the mining industry in Chile, where complete process has been made, mitigating emissions at the core of the mining operations.","This is an important step for the mining indul- industry in Chile, where a co- <cough> complete process has been, is being made in mitigating emissions at the core of the mining operations.",this is an important effect for the mining industry in chile where complete process has been made mitigating emissions at the core of the mining operations,this is an important step for the mining indul industry in chile where a co complete process has been is being made in mitigating emissions at the core of the mining operations
5.7200625,We expect a normalization of the collection rate during the next quarter.,We expect a normal- normalization of the collection rate during the next quarter.,we expect a normalization of the collection rate during the next quarter,we expect a normal normalization of the collection rate during the next quarter
10.08,A million dollars! the distribution of the video had had a recovery of a snag due to the flexibility of the lockdown.,"The distribution business has had a recovery of the demand, due to the flexibility of the lock down.",a $1000000 the distribution of the video had had a recovery of a snag due to the flexibility of the lockdown,the distribution business has had a recovery of the demand due to the flexibility of the lock down
23.3200625,"Beside all the actions we put in place during twenty twenty one, the Excelent show in which we added words and with the escalation of promoted prices and the very bad adjudge, especially in July and the first out of August, to lead the authority to put in place a prevented Russian name decree within june march, twenty twenty two.","Despite all the action we put in place during 2021, the external scenario had worsened, with escalation of commodity prices, and a very bad inaudible, especially in inaudible in the first inaudible, leading the authorities to put in place a preventive, rational decree, being, to date, March 2022.",beside all the actions we put in place during 2021 the excelent show in which we added words and with the escalation of promoted prices and the very bad adjudge especially in july and the 1st out of august to lead the authority to put in place a prevented russian name decree within june march 2022,despite all the action we put in place during 2021 the external scenario had worsened with escalation of commodity prices and a very bad inaudible especially in inaudible in the 1st inaudible leading the authorities to put in place a preventive rational decree being to date march 2022
13.3401875,"so what happened to every player in the in the gut marketing, in the in the marketing market in Chile, was a lack of resources in the early twenty twenty one.","So, what happened to every- every players in the, in the gas market in Chile, in the market in Chile, is that it was a- a lack of resources in the early 2021.",so what happened to every player in the in the gut marketing in the in the marketing market in chile was a lack of resources in the early 2021,so what happened to every every players in the in the gas market in chile in the market in chile is that it was a a lack of resources in the early 2021
9.259875,"so it is an act that we are trying to cover, because our scope is to cover all the needs.","So uh, it it is, it is a- an inaudible that we are, we are trying to cover because really is the, our- our scope is to cover all the needs that we have in 2022.",so it is an act that we are trying to cover because our scope is to cover all the needs,so it it is it is a an inaudible that we are we are trying to cover because really is the our our scope is to cover all the needs that we have in 2022
1.4600625,"The Negotiation, Negotiation.",This is in negotiation.,the negotiation negotiation,this is in negotiation
6.9400625,"and are twenty off on the s c c's website, v v v dot s c c dot gov.","And our 20F on the SEC's website, www.sec.gov.",and are 20 off on the s c c is website v v v dot s c c dot governor,and our 20 f on the sec is website www sec governor
8.6799375,"to be at certain levels of understanding, but in Germany it is only as much as the amount of important amount.","We have certain, you know, profit sharing, but in general this the reason we consider such uh, an important amount in this interest expense.",to be at certain levels of understanding but in germany it is only as much as the amount of important amount,we have certain you know profit sharing but in general this the reason we consider such an important amount in this interest expense
15.3000625,"Let's move now to Slide Eleven, where we have the summing of nine most adjusted pizza","Let's move now to slide 11, where we have the summary of nine months adjusted EBIDA breakdown accounting for $536 million.",let us move now to slide 11 where we have the summing of 9 most adjusted pizza,let us move now to slide 11 where we have the summary of 9 months adjusted ebida breakdown accounting for $536000000
16.9400625,"We manage to buy on the spot in the required amount, and the lack of gas to remain, because not all the players have been able to cover that yet.","We managed to buy on this port, uh- uh, in the, in the- the- the required amount and uh, and there was the lack of gas still remain in place because not all, not all the players have been able to- to cover their debt.",we manage to buy on the spot in the required amount and the lack of gas to remain because not all the players have been able to cover that yet,we managed to buy on this port in the in the the the required amount and and there was the lack of gas still remain in place because not all not all the players have been able to to cover their debt
