duration,sample_rate,predictions,gt,predictions_clean,gt_clean
5.69,16000,"The hush huts, the undertaker's men not a rape around your coffin and lower you down.",THE HEARSE HALTS THE UNDERTAKER'S MEN KNOT A ROPE AROUND YOUR COFFIN AND LOWER YOU DOWN,the hush huts the undertaker is men not a rape around your coffin and lower you down,the hearse halts the undertaker is men knot a rope around your coffin and lower you down
11.13,16000,"Cinderella had tried but could not do it, so he had to take a drop from the pitcher, and then one more, and after that still another, and then he was able to wheel the sword with perfect ease. End 1",CINDERLAD TRIED BUT COULD NOT DO IT SO HE HAD TO TAKE A DRAUGHT FROM THE PITCHER AND THEN ONE MORE AND AFTER THAT STILL ANOTHER AND THEN HE WAS ABLE TO WIELD THE SWORD WITH PERFECT EASE,cinderella had tried but could not do it so he had to take a drop from the pitcher and then one more and after that still another and then he was able to wheel the sword with perfect ease end one,cinderlad tried but could not do it so he had to take a draft from the pitcher and then one more and after that still another and then he was able to wield the sword with perfect ease
3.85,16000,"Fortunately, the Prioress, completely absorbed in her own thoughts, did not hear it.",FORTUNATELY THE PRIORESS COMPLETELY ABSORBED IN HER OWN THOUGHTS DID NOT HEAR IT,fortunately the prioress completely absorbed in her own thoughts did not hear it,fortunately the prioress completely absorbed in her own thoughts did not hear it
11.35,16000,"Marius sent back the thirdly Louis to his aunt, with a respectful letter, in which he stated that he had sufficient means of subsistence, and that he should be able thenceforth to supply all his needs.",MARIUS SENT BACK THE THIRTY LOUIS TO HIS AUNT WITH A RESPECTFUL LETTER IN WHICH HE STATED THAT HE HAD SUFFICIENT MEANS OF SUBSISTENCE AND THAT HE SHOULD BE ABLE THENCEFORTH TO SUPPLY ALL HIS NEEDS,marius sent back the thirdly louis to his aunt with a respectful letter in which he stated that he had sufficient means of subsistence and that he should be able thenceforth to supply all his needs,marius sent back the 30 louis to his aunt with a respectful letter in which he stated that he had sufficient means of subsistence and that he should be able thenceforth to supply all his needs
5.035,16000,"From this example, the process of preserving cruise by surf would be easily comprehended.",FROM THIS EXAMPLE THE PROCESS OF PRESERVING FRUITS BY SYRUP WILL BE EASILY COMPREHENDED,from this example the process of preserving cruise by surf would be easily comprehended,from this example the process of preserving fruits by syrup will be easily comprehended
9.505,16000,"To be brief, he took the materials of which he made a compound, mixing them all, boiling them in a good, while until it seemed to him they had come to perfection.",TO BE BRIEF HE TOOK THE MATERIALS OF WHICH HE MADE A COMPOUND MIXING THEM ALL AND BOILING THEM A GOOD WHILE UNTIL IT SEEMED TO HIM THEY HAD COME TO PERFECTION,to be brief he took the materials of which he made a compound mixing them all boiling them in a good while until it seemed to him they had come to perfection,to be brief he took the materials of which he made a compound mixing them all and boiling them a good while until it seemed to him they had come to perfection
3.075,16000,"It don't seem natural, but I reckon it so.",IT DON'T SEEM NATURAL BUT I RECKON IT'S SO,it do not seem natural but i reckon it so,it do not seem natural but i reckon it is so
3.305,16000,"Not years, for she's only 5 and 20.",NOT YEARS FOR SHE'S ONLY FIVE AND TWENTY,not years for she is only 5 and 20,not years for she is only 5 and 20
10.56,16000,"and the doctor began scientifically explaining to the princess as an exceptionally intelligent woman the condition of the young princess, and concluded by insisting on the drinking of the waters, which were certainly harmless.",AND THE DOCTOR BEGAN SCIENTIFICALLY EXPLAINING TO THE PRINCESS AS AN EXCEPTIONALLY INTELLIGENT WOMAN THE CONDITION OF THE YOUNG PRINCESS AND CONCLUDED BY INSISTING ON THE DRINKING OF THE WATERS WHICH WERE CERTAINLY HARMLESS,and the doctor began scientifically explaining to the princess as an exceptionally intelligent woman the condition of the young princess and concluded by insisting on the drinking of the waters which were certainly harmless,and the doctor began scientifically explaining to the princess as an exceptionally intelligent woman the condition of the young princess and concluded by insisting on the drinking of the waters which were certainly harmless
3.36,16000,The foreman delivered his message.,THE FOREMAN DELIVERED HIS MESSAGE,the foreman delivered his message,the foreman delivered his message
9.455,16000,"Because there have been bad priests. Because Sagataira, Bishop of Gap, was a brother of Salon, Bishop of Embram. And because both of them followed Mamal.",BECAUSE THERE HAVE BEEN BAD PRIESTS BECAUSE SAGITTAIRE BISHOP OF GAP WAS THE BROTHER OF SALONE BISHOP OF EMBRUN AND BECAUSE BOTH OF THEM FOLLOWED MOMMOL,because there have been bad priests because sagataira bishop of gap was a brother of salon bishop of embram and because both of them followed mamal,because there have been bad priests because sagittaire bishop of gap was the brother of salone bishop of embrun and because both of them followed mommol
9.52,16000,"I fancied for a moment that I might give myself that happiness for six months. You will not have it."" You insisted on knowing the means.",I FANCIED FOR A MOMENT THAT I MIGHT GIVE MYSELF THAT HAPPINESS FOR SIX MONTHS YOU WOULD NOT HAVE IT YOU INSISTED ON KNOWING THE MEANS,i fancied for a moment that i might give myself that happiness for 6 months you will not have it you insisted on knowing the means,i fancied for a moment that i might give myself that happiness for 6 months you would not have it you insisted on knowing the means
2.24,16000,And there's no reason you shouldn't know.,AND THERE'S NO REASON YOU SHOULDN'T KNOW,and there is no reason you should not know,and there is no reason you should not know
7.11,16000,"where the people's drugstore had stood but half an hour before, rose the roofs of what was evidently an inn.",WHERE THE PEOPLE'S DRUGSTORE HAD STOOD BUT A HALF HOUR BEFORE ROSE THE ROOFS OF WHAT WAS EVIDENTLY AN INN,where the people is drugstore had stood but half an hour before rose the roofs of what was evidently an inn,where the people is drugstore had stood but a half hour before rose the roofs of what was evidently an inn
2.21,16000,"Swap me, he said helplessly.",SWELP ME HE SAID HELPLESSLY,swap me he said helplessly,swelp me he said helplessly
3.695,16000,Certain elements were to be mixed and poured at the proper time.,CERTAIN ELEMENTS WERE TO BE MIXED AND POURED AT THE PROPER TIME,certain elements were to be mixed and poured at the proper time,certain elements were to be mixed and poured at the proper time
6.11,16000,"The key of my desk, in fact, was at that moment in law and the others were attached to it.",THE KEY OF MY DESK IN FACT WAS AT THAT MOMENT IN THE LOCK AND THE OTHERS WERE ATTACHED TO IT,the key of my desk in fact was at that moment in law and the others were attached to it,the key of my desk in fact was at that moment in the lock and the others were attached to it
6.14,16000,"Guess Mr. Finney went to his quarter, as I don't remember seeing him cross a deck or come over that way at all.",GUESS MISTER FINNEY WENT TO HIS QUARTERS I DON'T REMEMBER SEEING HIM CROSS THE DECK OR COME OVER THAT WAY AT ALL,guess mister finney went to his quarter as i do not remember seeing him cross a deck or come over that way at all,guess mister finney went to his quarters i do not remember seeing him cross the deck or come over that way at all
11.955,16000,"But this worked both ways. The last social revolutionist decided that if the Congress had no power over the executive committee, then the executive committee had no power over the Congress.",BUT THIS WORKED BOTH WAYS THE LEFT SOCIALIST REVOLUTIONISTS DECIDED THAT IF THE CONGRESS HAD NO POWER OVER THE EXECUTIVE COMMITTEE THEN THE EXECUTIVE COMMITTEE HAD NO POWER OVER THE CONGRESS,but this worked both ways the last social revolutionist decided that if the congress had no power over the executive committee then the executive committee had no power over the congress,but this worked both ways the left socialist revolutionists decided that if the congress had no power over the executive committee then the executive committee had no power over the congress
8.125,16000,"His books told him that Treasurer's best hidden under those boards, and as of course your house has a secret penner, which his had not.",HIS BOOKS TOLD HIM THAT TREASURE IS BEST HIDDEN UNDER LOOSE BOARDS UNLESS OF COURSE YOUR HOUSE HAS A SECRET PANEL WHICH HIS HAD NOT,his books told him that treasurer is best hidden under those boards and as of course your house has a secret penner which his had not,his books told him that treasure is best hidden under loose boards unless of course your house has a secret panel which his had not
8.24,16000,"No, I have the key to the door which communicates with the convent. The porter has the key to the door which communicates with the church.",NO I HAVE THE KEY TO THE DOOR WHICH COMMUNICATES WITH THE CONVENT THE PORTER HAS THE KEY TO THE DOOR WHICH COMMUNICATES WITH THE CHURCH,no i have the key to the door which communicates with the convent the porter has the key to the door which communicates with the church,no i have the key to the door which communicates with the convent the porter has the key to the door which communicates with the church
4.8,16000,"With all my heart, if you will step into the gentleman's cabin where there's a light.",WITH ALL MY HEART IF YOU WILL STEP INTO THE GENTLEMEN'S CABIN WHERE THERE'S A LIGHT,with all my heart if you will step into the gentleman is cabin where there is a light,with all my heart if you will step into the gentlemen is cabin where there is a light
5.73,16000,"And he added, with the satisfaction of a serious man who is turning a phrase well,",AND HE ADDED WITH THE SATISFACTION OF A SERIOUS MAN WHO IS TURNING A PHRASE WELL,and he added with the satisfaction of a serious man who is turning a phrase well,and he added with the satisfaction of a serious man who is turning a phrase well
5.115,16000,"He rewrote the wake the last of the English, and I wanted what it's sort for.",HE REWARD THE WAKE THE LAST OF THE ENGLISH AND I WUNNERED WHAT IT STOOD FOR,he rewrote the wake the last of the english and i wanted what it is sort for,he reward the wake the last of the english and i wunnered what it stood for
2.24,16000,"No, I wasn't thinking of that.",NO I WASN'T THINKING OF THAT,no i was not thinking of that,no i was not thinking of that
4.1,16000,"Scissors, grow a giant's height and save us from yoga's might.",SCISSORS GROW A GIANT'S HEIGHT AND SAVE US FROM THE OGRE'S MIGHT,scissors grow a giant is height and save us from yoga is might,scissors grow a giant is height and save us from the ogre is might
3.28,16000,The parts of this letter now relevant are as follows.,THE PARTS OF THIS LETTER NOW RELEVANT ARE AS FOLLOWS,the parts of this letter now relevant are as follows,the parts of this letter now relevant are as follows
6.535,16000,One day this no-count trifling cousin of Grand Pop Buzzard Get cold in his feet.,ONE DAY THIS NO COUNT TRIFLING COUSIN OF GRANDPAP BUZZARD GET COLD IN HIS FEET,one day this no count trifling cousin of grand pop buzzard get cold in his feet,one day this no count trifling cousin of grandpap buzzard get cold in his feet
4.105,16000,Ab an perusend ist sie zur Scharlätt und bittet ihr Lipp.,UPON PERUSING THIS SHE TURNED SCARLET AND BIT HER LIP,ab an perusend ist sie zur scharlatt und bittet ihr lipp,upon perusing this she turned scarlet and bit her lip
3.11,16000,"This isn't in, said Don Quijote.",THEN THIS IS AN INN SAID DON QUIXOTE,this is not in said don quijote,then this is an inn said don quixote
8.4,16000,"Ms. Weld stayed to guard the remains while her son carried the news of the murder to Colonel Peabody of the Federal Command, who was then in camp at Kansas City.",MISSUS WELLS STAYED TO GUARD THE REMAINS WHILE HER SON CARRIED THE NEWS OF THE MURDER TO COLONEL PEABODY OF THE FEDERAL COMMAND WHO WAS THEN IN CAMP AT KANSAS CITY,ms weld stayed to guard the remains while her son carried the news of the murder to colonel peabody of the federal command who was then in camp at kansas city,missus wells stayed to guard the remains while her son carried the news of the murder to colonel peabody of the federal command who was then in camp at kansas city
2.64,16000,The structure must have abasement.,THE STRUCTURE MUST HAVE A BASEMENT,the structure must have abasement,the structure must have a basement
13.7,16000,"So then the ringmaster, he made a little speech, and said he hoped there wouldn't be no disturbance, and if the man would promise he wouldn't make no more trouble, he would let him ride if he thought he could stay on the horse.",SO THEN THE RINGMASTER HE MADE A LITTLE SPEECH AND SAID HE HOPED THERE WOULDN'T BE NO DISTURBANCE AND IF THE MAN WOULD PROMISE HE WOULDN'T MAKE NO MORE TROUBLE HE WOULD LET HIM RIDE IF HE THOUGHT HE COULD STAY ON THE HORSE,so then the ringmaster he made a little speech and said he hoped there would not be no disturbance and if the man would promise he would not make no more trouble he would let him ride if he thought he could stay on the horse,so then the ringmaster he made a little speech and said he hoped there would not be no disturbance and if the man would promise he would not make no more trouble he would let him ride if he thought he could stay on the horse
9.535,16000,"It had suddenly disappeared, and in its place stood a beautiful fairy with filthy wings, with shorn like rainbows in the moonlight.",IT HAD SUDDENLY DISAPPEARED AND IN ITS PLACE STOOD A BEAUTIFUL FAIRY WITH FILMY WINGS WHICH SHONE LIKE RAINBOWS IN THE MOONLIGHT,it had suddenly disappeared and in its place stood a beautiful fairy with filthy wings with shorn like rainbows in the moonlight,it had suddenly disappeared and in its place stood a beautiful fairy with filmy wings which shone like rainbows in the moonlight
6.665,16000,"She would appear herself at desert, and the banquet must therefore begin at an unusually early hour.",SHE WOULD APPEAR HERSELF AT DESSERT AND THE BANQUET MUST THEREFORE BEGIN AT AN UNUSUALLY EARLY HOUR,she would appear herself at desert and the banquet must therefore begin at an unusually early hour,she would appear herself at dessert and the banquet must therefore begin at an unusually early hour
2.485,16000,So you are not a grave digger then.,SO YOU ARE NOT A GRAVE DIGGER THEN,so you are not a grave digger then,so you are not a grave digger then
6.76,16000,"Mine could speak too, said Don Quixote, but that is not a sufficient reason for believing that what we see is the Enchantment More.",MINE COULD SPEAK TOO SAID DON QUIXOTE BUT THAT IS NOT A SUFFICIENT REASON FOR BELIEVING THAT WHAT WE SEE IS THE ENCHANTED MOOR,mine could speak too said don quixote but that is not a sufficient reason for believing that what we see is the enchantment more,mine could speak too said don quixote but that is not a sufficient reason for believing that what we see is the enchanted moor
1.985,16000,I will put the lever through it.,I WILL PUT THE LEVER THROUGH IT,i will put the lever through it,i will put the lever through it
15.22,16000,"If you are generous, here is a fitting opportunity for the exercise of your magnanimity. If you are proud, here am I, your rival. Rather, connowledge myself, your adopter, for an act of the most noble forbearance.",IF YOU ARE GENEROUS HERE IS A FITTING OPPORTUNITY FOR THE EXERCISE OF YOUR MAGNANIMITY IF YOU ARE PROUD HERE AM I YOUR RIVAL READY TO ACKNOWLEDGE MYSELF YOUR DEBTOR FOR AN ACT OF THE MOST NOBLE FORBEARANCE,if you are generous here is a fitting opportunity for the exercise of your magnanimity if you are proud here am i your rival rather connowledge myself your adopter for an act of the most noble forbearance,if you are generous here is a fitting opportunity for the exercise of your magnanimity if you are proud here am i your rival ready to acknowledge myself your debtor for an act of the most noble forbearance
8.2,16000,"I say,"" replied Sancho, that, I swear to hold my tongue about it till the end of your worship stays, and gone great, I may be able to let it out tomorrow.",I SAY REPLIED SANCHO THAT I SWEAR TO HOLD MY TONGUE ABOUT IT TILL THE END OF YOUR WORSHIP'S DAYS AND GOD GRANT I MAY BE ABLE TO LET IT OUT TOMORROW,i say replied sancho that i swear to hold my tongue about it till the end of your worship stays and gone great i may be able to let it out tomorrow,i say replied sancho that i swear to hold my tongue about it till the end of your worship is days and god grant i may be able to let it out tomorrow
3.37,16000,"Night three, he went to the land of Midian.",NATURALLY HE WENT TO THE LAND OF MIDIAN,night 3 he went to the land of midian,naturally he went to the land of midian
1.88,16000,Voor sleutel van de vrouw.,FAUCHELEVENT WENT ON,voor sleutel van de vrouw,fauchelevent went on
3.165,16000,The other four cops had come in reluctantly.,THE OTHER FOUR COPS HAD COME IN RELUCTANTLY,the other 4 cops had come in reluctantly,the other 4 cops had come in reluctantly
9.77,16000,The assurance that she possessed some friend in this awful assembly gave her courage to look around and to mark into whose presence she had been conducted.,THE ASSURANCE THAT SHE POSSESSED SOME FRIEND IN THIS AWFUL ASSEMBLY GAVE HER COURAGE TO LOOK AROUND AND TO MARK INTO WHOSE PRESENCE SHE HAD BEEN CONDUCTED,the assurance that she possessed some friend in this awful assembly gave her courage to look around and to mark into whose presence she had been conducted,the assurance that she possessed some friend in this awful assembly gave her courage to look around and to mark into whose presence she had been conducted
8.14,16000,"The possibility of applying bodily violence to people is provided above all by an organization of arm men, trained to act in unison in submission to one will.",THE POSSIBILITY OF APPLYING BODILY VIOLENCE TO PEOPLE IS PROVIDED ABOVE ALL BY AN ORGANIZATION OF ARMED MEN TRAINED TO ACT IN UNISON IN SUBMISSION TO ONE WILL,the possibility of applying bodily violence to people is provided above all by an organization of arm men trained to act in unison in submission to one will,the possibility of applying bodily violence to people is provided above all by an organization of armed men trained to act in unison in submission to one will
6.28,16000,"When the poor old woman died, they rushed to her cupboard more hastily than was fitting, perhaps, and opened it.",WHEN THE POOR OLD WOMAN DIED THEY RUSHED TO HER CUPBOARD MORE HASTILY THAN WAS FITTING PERHAPS AND OPENED IT,when the poor old woman died they rushed to her cupboard more hastily than was fitting perhaps and opened it,when the poor old woman died they rushed to her cupboard more hastily than was fitting perhaps and opened it
3.495,16000,"That is the way I get to the rest,"" answered Polly.",THAT IS THE WAY I GET TO THE ROTHS ANSWERED POLLY,that is the way i get to the rest answered polly,that is the way i get to the roths answered polly
2.89,16000,"I will come tomorrow, said Margaret.",I WILL COME TO MORROW SAID MARGARET,i will come tomorrow said margaret,i will come to morrow said margaret
2.065,16000,Don't you think he means to?,DON'T YOU THINK HE MEANS TO,do not you think he means to,do not you think he means to
1.47,16000,I will tell her.,I WILL TELL HER,i will tell her,i will tell her
7.915,16000,"He longed, with ardent yearning, for the sound of her voice, and still more to unburden his sorely troubled soul to her.",HE LONGED WITH ARDENT YEARNING FOR THE SOUND OF HER VOICE AND STILL MORE TO UNBURDEN HIS SORELY TROUBLED SOUL TO HER,he longed with ardent yearning for the sound of her voice and still more to unburden his sorely troubled soul to her,he longed with ardent yearning for the sound of her voice and still more to unburden his sorely troubled soul to her
2.6,16000,Hence a resort to cider and beer.,HENCE A RESORT TO CIDER AND BEER,hence a resort to cider and beer,hence a resort to cider and beer
12.84,16000,"The night is full of interesting little sounds that will not, at first, let you sleep. The rustle of little white things on the hedges. The barking of dogs in distant farms. The chirp of crickets and the croaking of frogs.",THE NIGHT IS FULL OF INTERESTING LITTLE SOUNDS THAT WILL NOT AT FIRST LET YOU SLEEP THE RUSTLE OF LITTLE WILD THINGS IN THE HEDGES THE BARKING OF DOGS IN DISTANT FARMS THE CHIRP OF CRICKETS AND THE CROAKING OF FROGS,the night is full of interesting little sounds that will not at 1st let you sleep the rustle of little white things on the hedges the barking of dogs in distant farms the chirp of crickets and the croaking of frogs,the night is full of interesting little sounds that will not at 1st let you sleep the rustle of little wild things in the hedges the barking of dogs in distant farms the chirp of crickets and the croaking of frogs
3.335,16000,"Just a word, gentlemen. They stopped to listen.",JUST A WORD GENTLEMEN THEY STOPPED TO LISTEN,just a word gentlemen they stopped to listen,just a word gentlemen they stopped to listen
7.835,16000,"Now where after the sun had set, the wind fell to a lot air, that just kept the steerage way on the ship.",AN HOUR AFTER THE SUN HAD SET THE WIND FELL TO A LIGHT AIR THAT JUST KEPT STEERAGE WAY ON THE SHIP,now where after the sun had set the wind fell to a lot air that just kept the steerage way on the ship,an hour after the sun had set the wind fell to a light air that just kept steerage way on the ship
3.26,16000,"Tired out, Lizzie herself cropped a sleep.",TIRED OUT LESLIE HERSELF DROPPED ASLEEP,tired out lizzie herself cropped a sleep,tired out leslie herself dropped asleep
1.83,16000,I'm going home to breakfast.,I'M GOING HOME TO BREAKFAST,i am going home to breakfast,i am going home to breakfast
4.66,16000,Mother he is starting back. She's very devil for spite.,MUTTERED HE STARTING BACK SHE'S THE VERY DEVIL FOR SPITE,mother he is starting back she is very devil for spite,muttered he starting back she is the very devil for spite
2.62,16000,"Well, he admitted, I did.",WELL HE ADMITTED I DID,well he admitted i did,well he admitted i did
1.83,16000,So it has always been.,SO IT HAS ALWAYS BEEN,so it has always been,so it has always been
6.11,16000,"Now, Mr. Gur, he said, I'm only going to say one thing to you in the way of instructions. Yes, sir.",NOW MISTER GURR HE SAID I'M ONLY GOING TO SAY ONE THING TO YOU IN THE WAY OF INSTRUCTIONS YES SIR,now mister gur he said i am only going to say one thing to you in the way of instructions yes sir,now mister gurr he said i am only going to say one thing to you in the way of instructions yes sir
11.835,16000,Upon my return I visited Swalney. No such accusation was made against me there. After a brief conversation I left and that's all. Let anyone present make such an accusation.,UPON MY RETURN I VISITED SMOLNY NO SUCH ACCUSATION WAS MADE AGAINST ME THERE AFTER A BRIEF CONVERSATION I LEFT AND THAT'S ALL LET ANY ONE PRESENT MAKE SUCH AN ACCUSATION,upon my return i visited swalney no such accusation was made against me there after a brief conversation i left and that is all let anyone present make such an accusation,upon my return i visited smolny no such accusation was made against me there after a brief conversation i left and that is all let any one present make such an accusation
2.88,16000,"Oh, look, Sir Diggy, the flowers!",OH LOOK SAID DICKIE THE FLOWERS,0 look sir diggy the flowers,0 look said dickie the flowers
2.585,16000,"However, out it came.",HOWEVER OUT IT CAME,however out it came,however out it came
6.69,16000,"He had the sleep with it piled on my breast. Jim being also crippled with a wound in his shoulder, and we could not get much sleep.",HE HAD TO SLEEP WITH IT PILLOWED ON MY BREAST JIM BEING ALSO CRIPPLED WITH A WOUND IN HIS SHOULDER AND WE COULD NOT GET MUCH SLEEP,he had the sleep with it piled on my breast jim being also crippled with a wound in his shoulder and we could not get much sleep,he had to sleep with it pillowed on my breast jim being also crippled with a wound in his shoulder and we could not get much sleep
2.945,16000,It was the last game of cards for that chip.,IT WAS THE LAST GAME OF CARDS FOR THAT TRIP,it was the last game of cards for that chip,it was the last game of cards for that trip
12.26,16000,"There, don't mind me,"" she said sharply, and getting up, she looked down at her dress and thin shoes, and seeming to wrinkle it herself, she took the candle he had just set down and went swiftly to her room.",THERE DON'T MIND ME SHE SAID SHARPLY AND GETTING UP SHE LOOKED DOWN AT HER DRESS AND THIN SHOES AND SEEMING TO RECOLLECT HERSELF SHE TOOK THE CANDLE HE HAD JUST SET DOWN AND WENT SWIFTLY TO HER ROOM,there do not mind me she said sharply and getting up she looked down at her dress and thin shoes and seeming to wrinkle it herself she took the candle he had just set down and went swiftly to her room,there do not mind me she said sharply and getting up she looked down at her dress and thin shoes and seeming to recollect herself she took the candle he had just set down and went swiftly to her room
9.665,16000,"The presence of the Vats' Antonio Plane of Central Asia Minor, seer will call every life-given spring God-Hath-Given.",THE PEASANTS OF THE VAST ANTOLIAN PLAIN IN CENTRAL ASIA MINOR STILL CALL EVERY LIFE GIVING SPRING GOD HATH GIVEN,the presence of the vats antonio plane of central asia minor seer will call every life given spring god hath given,the peasants of the vast antolian plain in central asia minor still call every life giving spring god hath given
4.09,16000,The wheel of millions of workers is now concentrated in the heart.,THE WILL OF MILLIONS OF WORKERS IS NOW CONCENTRATED IN THIS HALL,the wheel of 1000000s of workers is now concentrated in the heart,the will of 1000000s of workers is now concentrated in this hall
10.68,16000,"But all was silent, and after a moment of anxious waiting, they sat down to their game again, trying to conceal and shake off their fears with the forced, unnatural laugh.",BUT ALL WAS SILENT AND AFTER A MOMENT OF ANXIOUS WAITING THEY SAT DOWN TO THEIR GAME AGAIN TRYING TO CONCEAL AND SHAKE OFF THEIR FEARS WITH A FORCED UNNATURAL LAUGH,but all was silent and after a moment of anxious waiting they sat down to their game again trying to conceal and shake off their fears with the forced unnatural laugh,but all was silent and after a moment of anxious waiting they sat down to their game again trying to conceal and shake off their fears with a forced unnatural laugh
5.76,16000,"A second fish weighed its appearance, and which we had seen nought more monstrous.",A SECOND FISH MADE ITS APPEARANCE THAN WHICH WE HAD SEEN NAUGHT MORE MONSTROUS,a 2nd fish weighed its appearance and which we had seen nought more monstrous,a 2nd fish made its appearance than which we had seen naught more monstrous
4.16,16000,"Father Fouvent, the Company has been blessed in Mother Corrifiction.",FATHER FAUVENT THE COMMUNITY HAS BEEN BLESSED IN MOTHER CRUCIFIXION,father fouvent the company has been blessed in mother corrifiction,father fauvent the community has been blessed in mother crucifixion
11.155,16000,"When he had heard this speech, the Duke rose up in anger and sent for Bernadone, who was forced to take flight as far as Venice. He and Antonio Landi with him.",WHEN HE HAD HEARD THIS SPEECH THE DUKE ROSE UP IN ANGER AND SENT FOR BERNARDONE WHO WAS FORCED TO TAKE FLIGHT AS FAR AS VENICE HE AND ANTONIO LANDI WITH HIM,when he had heard this speech the duke rose up in anger and sent for bernadone who was forced to take flight as far as venice he and antonio landi with him,when he had heard this speech the duke rose up in anger and sent for bernardone who was forced to take flight as far as venice he and antonio landi with him
2.895,16000,"Sie? Quasthalte, Sie?",SEE IM CROST THE ROAD THERE SEE HIM,sie quasthalte sie,see im crost the road there see him
5.53,16000,"Certainly, my boy, bounced out the captain, his blue eyes abruptly heaned and penetrating.",CERTAINLY MY BOY BOOMED OUT THE CAPTAIN HIS BLUE EYES ABRUPTLY KEEN AND PENETRATING,certainly my boy bounced out the captain his blue eyes abruptly heaned and penetrating,certainly my boy boomed out the captain his blue eyes abruptly keen and penetrating
2.2650625,16000,thought you'd be in the chips.,THOUGHT YOU'D BE IN THE CHIPS,thought you would be in the chips,thought you would be in the chips
5.84,16000,"And with this epistle, then happy old man set out to procure his daughter's liberation.",AND WITH THIS EPISTLE THE UNHAPPY OLD MAN SET OUT TO PROCURE HIS DAUGHTER'S LIBERATION,and with this epistle then happy old man set out to procure his daughter is liberation,and with this epistle the unhappy old man set out to procure his daughter is liberation
3.115,16000,When it was the 564th night.,WHEN IT WAS THE FIVE HUNDRED AND SIXTY FIRST NIGHT,when it was the 564th night,when it was the 561st night
7.03,16000,before the big wind in Ireland suggested thwom with the nodded as I was compatriot. Slightly ill hath the Colonel.,BEFORE THE BIG WIND IN IRELAND SUGGESTED THONG WITH A NOD AT HIS IRISH COMPATRIOT SLIGHTLY LAUGHED THE COLONEL,before the big wind in ireland suggested thwom with the nodded as i was compatriot slightly ill hath the colonel,before the big wind in ireland suggested thong with a nod at his irish compatriot slightly laughed the colonel
3.54,16000,"What is my brother saying?"" asked his sister again.",WHAT IS MY BROTHER SAYING ASKED HIS SISTER AGAIN,what is my brother saying asked his sister again,what is my brother saying asked his sister again
6.125,16000,"So they all cried out, long and loud, Long live the prince! Prince is all!",SO THEY ALL CRIED OUT LONG AND LOUD LONG LIVE THE PRINCE PRINCE CISEAUX,so they all cried out long and loud long live the prince prince is all,so they all cried out long and loud long live the prince prince ciseaux
6.17,16000,"Hij heeft nooit een maand, moro, temperate, industrius en honest.",IT HAS NEVER MADE MAN MORAL TEMPERATE INDUSTRIOUS AND HONEST,hij heeft nooit een maand moro temperate industrius en honest,it has never made man moral temperate industrious and honest
19.96,16000,"Thus accomplished, he excited the admiration of every silly cockatoo and the envy of every fluttering o'com. But by all young gentlemen and ladies of understanding, he was heartily despised as a mere civilised monkey.",THUS ACCOMPLISHED HE EXCITED THE ADMIRATION OF EVERY SILLY COQUETTE AND THE ENVY OF EVERY FLUTTERING COXCOMB BUT BY ALL YOUNG GENTLEMEN AND LADIES OF UNDERSTANDING HE WAS HEARTILY DESPISED AS A MERE CIVILIZED MONKEY,thus accomplished he excited the admiration of every silly cockatoo and the envy of every fluttering 0 com but by all young gentlemen and ladies of understanding he was heartily despised as a mere civilized monkey,thus accomplished he excited the admiration of every silly coquette and the envy of every fluttering coxcomb but by all young gentlemen and ladies of understanding he was heartily despised as a mere civilized monkey
5.55,16000,"Let the tiger eat the man, who men are in ungrateful race.",LET THE TIGER EAT THE MAN FOR MEN ARE AN UNGRATEFUL RACE,let the tiger eat the man who men are in ungrateful race,let the tiger eat the man for men are an ungrateful race
12.47,16000,"So I rose without stay or delay, and kissed the king's hand, and acquainted him with my longing, to set out with the merchants. For that I pined after my people, and my unknown land.",SO I ROSE WITHOUT STAY OR DELAY AND KISSED THE KING'S HAND AND ACQUAINTED HIM WITH MY LONGING TO SET OUT WITH THE MERCHANTS FOR THAT I PINED AFTER MY PEOPLE AND MINE OWN LAND,so i rose without stay or delay and kissed the king is hand and acquainted him with my longing to set out with the merchants for that i pined after my people and my unknown land,so i rose without stay or delay and kissed the king is hand and acquainted him with my longing to set out with the merchants for that i pined after my people and mine own land
7.64,16000,Its fall may not have been unconnected with the trend of events in Assyria during the closing years of the Middle Empire.,ITS FALL MAY NOT HAVE BEEN UNCONNECTED WITH THE TREND OF EVENTS IN ASSYRIA DURING THE CLOSING YEARS OF THE MIDDLE EMPIRE,its fall may not have been unconnected with the trend of events in assyria during the closing years of the middle empire,its fall may not have been unconnected with the trend of events in assyria during the closing years of the middle empire
4.56,16000,Note the characteristic oriental idea of mirrors.,NOTE THE CHARACTERISTIC ORIENTAL IDEA OF MARRIAGE,note the characteristic oriental idea of mirrors,note the characteristic oriental idea of marriage
8.625,16000,"An empty lot cut into by Church Lane gave a look of isolation to the L shape brick building that turned Mr. Wickers, both house and place, into business.",AN EMPTY LOT CUT INTO BY CHURCH LANE GAVE A LOOK OF ISOLATION TO THE L SHAPED BRICK BUILDING THAT SERVED MISTER WICKER AS BOTH HOUSE AND PLACE OF BUSINESS,an empty lot cut into by church lane gave a look of isolation to the l shape brick building that turned mister wickers both house and place into business,an empty lot cut into by church lane gave a look of isolation to the l shaped brick building that served mister wicker as both house and place of business
