duration,sample_rate,predictions,gt,predictions_clean,gt_clean
8.32,16000,"The court, which consisted of the chief officials of the army, found the crime to be capital, and condemned that nobleman to lose his head.",THE COURT WHICH CONSISTED OF THE CHIEF OFFICERS OF THE ARMY FOUND THE CRIME TO BE CAPITAL AND CONDEMNED THAT NOBLEMAN TO LOSE HIS HEAD,the court which consisted of the chief officials of the army found the crime to be capital and condemned that nobleman to lose his head,the court which consisted of the chief officers of the army found the crime to be capital and condemned that nobleman to lose his head
12.07,16000,"'I will confess to you, Albert,' replied France. The Count is a very singular person, and the appointment you have made to meet him in Paris fills me with a thousand apprehensions.'",I WILL CONFESS TO YOU ALBERT REPLIED FRANZ THE COUNT IS A VERY SINGULAR PERSON AND THE APPOINTMENT YOU HAVE MADE TO MEET HIM IN PARIS FILLS ME WITH A THOUSAND APPREHENSIONS,i will confess to you albert replied france the count is a very singular person and the appointment you have made to meet him in paris fills me with a 1000 apprehensions,i will confess to you albert replied franz the count is a very singular person and the appointment you have made to meet him in paris fills me with a 1000 apprehensions
7.735,16000,"He got it up and pushed his treasures as far in as he could, along the rough, crumbly surface of the Las Plastegas.",HE GOT IT UP AND PUSHED HIS TREASURES AS FAR IN AS HE COULD ALONG THE ROUGH CRUMBLY SURFACE OF THE LATH AND PLASTER,he got it up and pushed his treasures as far in as he could along the rough crumbly surface of the las plastegas,he got it up and pushed his treasures as far in as he could along the rough crumbly surface of the lath and plaster
17.84,16000,"The search usually produced a large and varied yield. ""'This is funny,' said Peter Pagentow to his wife some half hour after their conversation. ""'Here's a telegram from Milford, saying he's passing through here in his motor, and would like to stop and pay as his respects.",THE SEARCH USUALLY PRODUCED A LARGE AND VARIED YIELD THIS IS FUNNY SAID PETER PIGEONCOTE TO HIS WIFE SOME HALF HOUR AFTER THEIR CONVERSATION HERE'S A TELEGRAM FROM WILFRID SAYING HE'S PASSING THROUGH HERE IN HIS MOTOR AND WOULD LIKE TO STOP AND PAY US HIS RESPECTS,the search usually produced a large and varied yield this is funny said peter pagentow to his wife some half hour after their conversation here is a telegram from milford saying he is passing through here in his motor and would like to stop and pay as his respects,the search usually produced a large and varied yield this is funny said peter pigeoncote to his wife some half hour after their conversation here is a telegram from wilfrid saying he is passing through here in his motor and would like to stop and pay us his respects
8.125,16000,"The wide bow wind that was there before him, and three objects he liked best, showing frost and the moonlight that poured in from across the water,",THE WIDE BOW WINDOW WAS THERE BEFORE HIM THE THREE OBJECTS HE LIKED BEST SHOWING FROSTY IN THE MOONLIGHT THAT POURED IN FROM ACROSS THE WATER,the wide bow wind that was there before him and 3 objects he liked best showing frost and the moonlight that poured in from across the water,the wide bow window was there before him the 3 objects he liked best showing frosty in the moonlight that poured in from across the water
2.42,16000,'The unhappiness of women.',THE UNHAPPINESS OF WOMEN,the unhappiness of women,the unhappiness of women
3.09,16000,How Have I Still Intenations?,HOW HAVE I STILL INCLINATION,how have i still intenations,how have i still inclination
7.855,16000,"I happen to see those candlesticks in the window of Singa Fudd's shop the other day, and I made up my mind to buy them when I had a chance.",I HAPPENED TO SEE THOSE CANDLESTICKS IN THE WINDOW OF SINGA PHUT'S SHOP THE OTHER DAY AND I MADE UP MY MIND TO BUY THEM WHEN I HAD A CHANCE,i happen to see those candlesticks in the window of singa fudd is shop the other day and i made up my mind to buy them when i had a chance,i happened to see those candlesticks in the window of singa phut is shop the other day and i made up my mind to buy them when i had a chance
8.585,16000,When it was over the man asked Dicky if he could walk a little way and when Dicky said he could they set out in the most friendly way side by side.,WHEN IT WAS OVER THE MAN ASKED DICKIE IF HE COULD WALK A LITTLE WAY AND WHEN DICKIE SAID HE COULD THEY SET OUT IN THE MOST FRIENDLY WAY SIDE BY SIDE,when it was over the man asked dicky if he could walk a little way and when dicky said he could they set out in the most friendly way side by side,when it was over the man asked dickie if he could walk a little way and when dickie said he could they set out in the most friendly way side by side
2.14,16000,"Well, they all do, Jim.",WELL THEY ALL DO JIM,well they all do jim,well they all do jim
10.52,16000,"Grave and even Reverend, the conventions assembled in its ballroom and politicians of the upper, if not better, class, were frequently seen in its dining room or cafe.",GRAVE AND EVEN REVEREND CONVENTIONS ASSEMBLED IN ITS BALLROOM AND POLITICIANS OF THE UPPER IF NOT BETTER CLASS WERE FREQUENTLY SEEN IN ITS DINING ROOM OR CAFE,grave and even reverend the conventions assembled in its ballroom and politicians of the upper if not better class were frequently seen in its dining room or cafe,grave and even reverend conventions assembled in its ballroom and politicians of the upper if not better class were frequently seen in its dining room or cafe
6.65,16000,"There's a rocket waiting to tranship you to the moon on the way to Mercury late now, Gordon sighed",THERE'S A ROCKET WAITING TO TRANSSHIP YOU TO THE MOON ON THE WAY TO MERCURY RIGHT NOW GORDON SIGHED,there is a rocket waiting to tranship you to the moon on the way to mercury late now gordon sighed,there is a rocket waiting to transship you to the moon on the way to mercury right now gordon sighed
7.92,16000,"If marriage agrees no better with other people than it does with him, I shall pray that all my friends may escape it.",IF MARRIAGE AGREES NO BETTER WITH OTHER PEOPLE THAN IT DOES WITH HIM I SHALL PRAY THAT ALL MY FRIENDS MAY SCAPE IT,if marriage agrees no better with other people than it does with him i shall pray that all my friends may escape it,if marriage agrees no better with other people than it does with him i shall pray that all my friends may scape it
5.63,16000,"In the absence of a hypodermic syringe, the remedy may be given by the rectum.",IN THE ABSENCE OF A HYPODERMIC SYRINGE THE REMEDY MAY BE GIVEN BY THE RECTUM,in the absence of a hypodermic syringe the remedy may be given by the rectum,in the absence of a hypodermic syringe the remedy may be given by the rectum
6.59,16000,"Chris started off once more, passing a bleak little Victorian church perched on the hill above mr Wicker's house.",CHRIS STARTED OFF ONCE MORE PASSING THE BLEAK LITTLE VICTORIAN CHURCH PERCHED ON THE HILL ABOVE MISTER WICKER'S HOUSE,chris started off once more passing a bleak little victorian church perched on the hill above mister wicker is house,chris started off once more passing the bleak little victorian church perched on the hill above mister wicker is house
2.73,16000,Oh! I am a stone in your walls!,OH I AM A STONE IN YOUR WALLS,0 i am a stone in your walls,0 i am a stone in your walls
11.2,16000,"He affirmed to himself that he would not, he declared to himself that he would not doubt, and he began to doubt in spite of himself.",HE AFFIRMED TO HIMSELF THAT HE WOULD NOT HE DECLARED TO HIMSELF THAT HE WOULD NOT DOUBT AND HE BEGAN TO DOUBT IN SPITE OF HIMSELF,he affirmed to himself that he would not he declared to himself that he would not doubt and he began to doubt in spite of himself,he affirmed to himself that he would not he declared to himself that he would not doubt and he began to doubt in spite of himself
7.555,16000,"Appamorphine is not allied in physiological action to morphine, and may be given in cases of narcotic poisoning.",APOMORPHINE IS NOT ALLIED IN PHYSIOLOGICAL ACTION TO MORPHINE AND MAY BE GIVEN IN CASES OF NARCOTIC POISONING,appamorphine is not allied in physiological action to morphine and may be given in cases of narcotic poisoning,apomorphine is not allied in physiological action to morphine and may be given in cases of narcotic poisoning
3.295,16000,The Remnant of the Philistine South Parish.,THE REMNANT OF THE PHILISTINES SHALL PERISH,the remnant of the philistine south parish,the remnant of the philistines shall perish
2.69,16000,"Votes please, be free.",VOTES PLEASE BEASTLY,votes please be free,votes please beastly
6.32,16000,"I shall like to see her, she must be an uncommon person.] her mother ratted.",I SHALL LIKE TO SEE HER SHE MUST BE AN UNCOMMON PERSON HER MOTHER ADDED,i shall like to see her she must be an uncommon person her mother ratted,i shall like to see her she must be an uncommon person her mother added
5.65,16000,"The kind, however, gaze at it all and wonder,",THE KINE HOWEVER GAZED AT IT ALL AND WONDERED,the kind however gaze at it all and wonder,the kine however gazed at it all and wondered
10.3850625,16000,The first aid was the crushing of autocracy and the crushing of the power of the industrial capitalists and the landowners whose interests are closely related.,THE FIRST STAGE WAS THE CRUSHING OF AUTOCRACY AND THE CRUSHING OF THE POWER OF THE INDUSTRIAL CAPITALISTS AND LAND OWNERS WHOSE INTERESTS ARE CLOSELY RELATED,the 1st aid was the crushing of autocracy and the crushing of the power of the industrial capitalists and the landowners whose interests are closely related,the 1st stage was the crushing of autocracy and the crushing of the power of the industrial capitalists and land owners whose interests are closely related
28.035,16000,"The Egyptian Obeid and his master cross the wide space, strewn with sand, and approach the stage which had been erected for the feastal performances. Even had his eyes retained the power of sight, his body was coursing so widely through his veins that he might perhaps have been unable to distinguish the statues around him and the thousands of spectators who, crowded closely together, richly garlanded, their cheeks glowing with enthusiasm, surrounded the arena.--""Hermann!""",THE EGYPTIAN OBEYED AND HIS MASTER CROSSED THE WIDE SPACE STREWN WITH SAND AND APPROACHED THE STAGE WHICH HAD BEEN ERECTED FOR THE FESTAL PERFORMANCES EVEN HAD HIS EYES RETAINED THE POWER OF SIGHT HIS BLOOD WAS COURSING SO WILDLY THROUGH HIS VEINS THAT HE MIGHT PERHAPS HAVE BEEN UNABLE TO DISTINGUISH THE STATUES AROUND HIM AND THE THOUSANDS OF SPECTATORS WHO CROWDED CLOSELY TOGETHER RICHLY GARLANDED THEIR CHEEKS GLOWING WITH ENTHUSIASM SURROUNDED THE ARENA HERMON,the egyptian obeid and his master cross the wide space strewn with sand and approach the stage which had been erected for the feastal performances even had his eyes retained the power of sight his body was coursing so widely through his veins that he might perhaps have been unable to distinguish the statues around him and the 1000s of spectators who crowded closely together richly garlanded their cheeks glowing with enthusiasm surrounded the arena hermann,the egyptian obeyed and his master crossed the wide space strewn with sand and approached the stage which had been erected for the festal performances even had his eyes retained the power of sight his blood was coursing so wildly through his veins that he might perhaps have been unable to distinguish the statues around him and the 1000s of spectators who crowded closely together richly garlanded their cheeks glowing with enthusiasm surrounded the arena hermon
6.36,16000,"Anna's eyes were very bright. Her cheeks were no longer pale, and there was a brilliant color in them.",ANNIE'S EYES WERE VERY BRIGHT HER CHEEKS WERE NO LONGER PALE AND THERE WAS A BRILLIANT COLOR IN THEM,anna is eyes were very bright her cheeks were no longer pale and there was a brilliant color in them,annie is eyes were very bright her cheeks were no longer pale and there was a brilliant color in them
3.56,16000,"'Beg pardon, I didn't mean not, sir,' said the sailor touching his borough.",BEG PARDON DIDN'T MEAN NOWT SIR SAID THE SAILOR TOUCHING HIS FORELOCK,beg pardon i did not mean not sir said the sailor touching his borough,beg pardon did not mean nowt sir said the sailor touching his forelock
4.52,16000,"Let the tiger eat the man, for men have no pity.",LET THE TIGER EAT THE MAN FOR MEN HAVE NO PITY,let the tiger eat the man for men have no pity,let the tiger eat the man for men have no pity
4.69,16000,". Take the meat of one large crab, scraping out all the fat from the shell.",TAKE THE MEAT OF ONE LARGE CRAB SCRAPING OUT ALL OF THE FAT FROM THE SHELL,take the meat of one large crab scraping out all the fat from the shell,take the meat of one large crab scraping out all of the fat from the shell
6.44,16000,Fear erects the cathedral and bows the head of man in worship.,FEAR ERECTS THE CATHEDRAL AND BOWS THE HEAD OF MAN IN WORSHIP,fear erects the cathedral and bows the head of man in worship,fear erects the cathedral and bows the head of man in worship
12.13,16000,"If it had not been for two things, I fear she never would have stood a summer in town, but Sydney often called, till his vacation came, and of luminous correspondence with poorly beguiled the long days.",IF IT HAD NOT BEEN FOR TWO THINGS I FEAR SHE NEVER WOULD HAVE STOOD A SUMMER IN TOWN BUT SYDNEY OFTEN CALLED TILL HIS VACATION CAME AND A VOLUMINOUS CORRESPONDENCE WITH POLLY BEGUILED THE LONG DAYS,if it had not been for 2 things i fear she never would have stood a summer in town but sydney often called till his vacation came and of luminous correspondence with poorly beguiled the long days,if it had not been for 2 things i fear she never would have stood a summer in town but sydney often called till his vacation came and a voluminous correspondence with polly beguiled the long days
9.995,16000,"Her conversation has more charms than can be in mere beauty, and a humour and disposition would make a deformed person appear lovely.",HER CONVERSATION HAS MORE CHARMS THAN CAN BE IN MERE BEAUTY AND HER HUMOUR AND DISPOSITION WOULD MAKE A DEFORMED PERSON APPEAR LOVELY,her conversation has more charms than can be in mere beauty and a humor and disposition would make a deformed person appear lovely,her conversation has more charms than can be in mere beauty and her humor and disposition would make a deformed person appear lovely
6.26,16000,"For it, too, I ask and seek, and have sought, but have not found it.",FOR IT DO I ASK AND SEEK AND HAVE SOUGHT BUT HAVE NOT FOUND IT,for it too i ask and seek and have sought but have not found it,for it do i ask and seek and have sought but have not found it
2.28,16000,"'Yes, that I have,' said the user.",YES THAT I HAVE SAID THE YOUTH,yes that i have said the user,yes that i have said the youth
6.77,16000,"The king proposes this difficulty. But how can I undertake offensive war, if I have no more money?",THE KING PROPOSES THIS DIFFICULTY BUT HOW CAN I UNDERTAKE OFFENSIVE WAR IF I HAVE NO MORE MONEY,the king proposes this difficulty but how can i undertake offensive war if i have no more money,the king proposes this difficulty but how can i undertake offensive war if i have no more money
4.285,16000,and putting the keys into his pocket he walked into the library.,AND PUTTING THE KEYS INTO HIS POCKET HE WALKED INTO THE LIBRARY,and putting the keys into his pocket he walked into the library,and putting the keys into his pocket he walked into the library
7.145,16000,"."" For it suddenly occurred to him that he was not only a prisoner, but a prisoner in the power of a very reckless set of people who would stop at nothing.",FOR IT SUDDENLY OCCURRED TO HIM THAT HE WAS NOT ONLY A PRISONER BUT A PRISONER IN THE POWER OF A VERY RECKLESS SET OF PEOPLE WHO WOULD STOP AT NOTHING,for it suddenly occurred to him that he was not only a prisoner but a prisoner in the power of a very reckless set of people who would stop at nothing,for it suddenly occurred to him that he was not only a prisoner but a prisoner in the power of a very reckless set of people who would stop at nothing
4.09,16000,"'I said, Where have you been?' remarked the other, We've missed you.",I SAID WHERE HAVE YOU BEEN REMARKED THE OTHER WE'VE MISSED YOU,i said where have you been remarked the other we have missed you,i said where have you been remarked the other we have missed you
2.38,16000,'What does it mean?' cried one.,WHAT DOES IT MEAN CRIED ONE,what does it mean cried one,what does it mean cried one
2.15,16000,The government will have no suspicion,THE GOVERNMENT WILL HAVE NO SUSPICION,the government will have no suspicion,the government will have no suspicion
5.75,16000,"I do not find it, though I am told I was so extremely when I believed you love me.",I DO NOT FIND IT THOUGH I AM TOLD I WAS SO EXTREMELY WHEN I BELIEVED YOU LOVED ME,i do not find it though i am told i was so extremely when i believed you love me,i do not find it though i am told i was so extremely when i believed you loved me
10.4,16000,"Tom wrote once a week to his mother, but the letters were short and not very satisfactory, for men never do tell the interesting little things that women best like to hear.",TOM WROTE ONCE A WEEK TO HIS MOTHER BUT THE LETTERS WERE SHORT AND NOT VERY SATISFACTORY FOR MEN NEVER DO TELL THE INTERESTING LITTLE THINGS THAT WOMEN BEST LIKE TO HEAR,tom wrote once a week to his mother but the letters were short and not very satisfactory for men never do tell the interesting little things that women best like to hear,tom wrote once a week to his mother but the letters were short and not very satisfactory for men never do tell the interesting little things that women best like to hear
9.485,16000,"Fat's place was still open, though the crooked tables had been removed. Gordon dropped to a stool, slipping off his helmet.",FATS PLACE WAS STILL OPEN THOUGH THE CROOKED TABLES HAD BEEN REMOVED GORDON DROPPED TO A STOOL SLIPPING OFF HIS HELMET,fat is place was still open though the crooked tables had been removed gordon dropped to a stool slipping off his helmet,fats place was still open though the crooked tables had been removed gordon dropped to a stool slipping off his helmet
6.115,16000,"that they may keep it, as necessary not to be sparing of sugar. fifteen o three.",THAT THEY MAY KEEP IT IS NECESSARY NOT TO BE SPARING OF SUGAR FIFTEEN O THREE,that they may keep it as necessary not to be sparing of sugar 1503,that they may keep it is necessary not to be sparing of sugar 1503
10.655,16000,"'Then it is settled,' said the Count, ''and I give you my solemn assurance that I only waited an opportunity like the present to realise plans that I have long meditated.",THEN IT IS SETTLED SAID THE COUNT AND I GIVE YOU MY SOLEMN ASSURANCE THAT I ONLY WAITED AN OPPORTUNITY LIKE THE PRESENT TO REALIZE PLANS THAT I HAVE LONG MEDITATED,then it is settled said the count and i give you my solemn assurance that i only waited an opportunity like the present to realize plans that i have long meditated,then it is settled said the count and i give you my solemn assurance that i only waited an opportunity like the present to realize plans that i have long meditated
3.6,16000,"And then, to tell the truth, there is one's own interest.",AND THEN TO TELL THE TRUTH THERE'S ONE'S OWN INTERESTS,and then to tell the truth there is one is own interest,and then to tell the truth there is one is own interests
2.74,16000,Shall I come to father? No,SHALL I COME TOO FATHER NO,shall i come to father no,shall i come too father no
5.535,16000,","" said Olyv Chancellor, with a face which seemed to plead for a remission of responsibility.",SAID OLIVE CHANCELLOR WITH A FACE WHICH SEEMED TO PLEAD FOR A REMISSION OF RESPONSIBILITY,said olyv chancellor with a face which seemed to plead for a remission of responsibility,said olive chancellor with a face which seemed to plead for a remission of responsibility
3.2,16000,Sometimes I am meant to lie and behold!,SOMETIMES I MEANT TO LIE AND BEHOLD,sometimes i am meant to lie and behold,sometimes i meant to lie and behold
2.36,16000,A thousand blessings from a grateful heart,A THOUSAND BLESSINGS FROM A GRATEFUL HEART,a 1000 blessings from a grateful heart,a 1000 blessings from a grateful heart
2.88,16000,"Truly, truly, friend,",TRULY TRULY FAN,truly truly friend,truly truly fan
4.31,16000,. This usurper held sway at Samaria for only a month.,THIS USURPER HELD SWAY AT SAMARIA FOR ONLY A MONTH,this usurper held sway at samaria for only a month,this usurper held sway at samaria for only a month
3.115,16000,And how wonderfully he has answered our petitions!,AND HOW WONDERFULLY HE HAS ANSWERED OUR PETITIONS,and how wonderfully he has answered our petitions,and how wonderfully he has answered our petitions
4.98,16000,"When we came up I told Mir to shut the bank door, which they had left open in their hurry.",WHEN WE CAME UP I TOLD MILLER TO SHUT THE BANK DOOR WHICH THEY HAD LEFT OPEN IN THEIR HURRY,when we came up i told mir to shut the bank door which they had left open in their hurry,when we came up i told miller to shut the bank door which they had left open in their hurry
3.535,16000,The sound should long go to beams through the gaps in the hatch.,THE SUN SHOT LONG GOLDEN BEAMS THROUGH THE GAPS IN THE HEDGE,the sound should long go to beams through the gaps in the hatch,the sun shot long golden beams through the gaps in the hedge
4.76,16000,'Must have been making a big contact in something-fifty fifty?',MUST OF BEEN MAKING A BIG CONTACT IN SOMETHING FIFTY FIFTY,must have been making a big contact in something 5050,must of been making a big contact in something 5050
10.615,16000,peter dashed out of the room with glad relief. He had lived so long during the last few minutes that a golden wedding seemed within measurable distance.,PETER DASHED OUT OF THE ROOM WITH GLAD RELIEF HE HAD LIVED SO LONG DURING THE LAST FEW MINUTES THAT A GOLDEN WEDDING SEEMED WITHIN MEASURABLE DISTANCE,peter dashed out of the room with glad relief he had lived so long during the last few minutes that a golden wedding seemed within measurable distance,peter dashed out of the room with glad relief he had lived so long during the last few minutes that a golden wedding seemed within measurable distance
3.48,16000,"'Yes, now I see something that is white,' said Tendulad.",YES NOW I SEE SOMETHING THAT IS WHITE SAID CINDERLAD,yes now i see something that is white said tendulad,yes now i see something that is white said cinderlad
3.165,16000,Suppose he opened his mouth-what then?,S'POSE HE OPENED HIS MOUTHWHAT THEN,suppose he opened his mouth what then,s pose he opened his mouthwhat then
5.22,16000,"I'm afraid my adjesson isn't quite up to that, as I've had to cut out my fishing of late.",I'M AFRAID MY DIGESTION ISN'T QUITE UP TO THAT AS I'VE HAD TO CUT OUT MY FISHING OF LATE,i am afraid my adjesson is not quite up to that as i have had to cut out my fishing of late,i am afraid my digestion is not quite up to that as i have had to cut out my fishing of late
7.95,16000,"Then, I thanked him, and said I had no greater desire than to show those envious folk that I had it in me to execute the promised work.",THEN I THANKED HIM AND SAID I HAD NO GREATER DESIRE THAN TO SHOW THOSE ENVIOUS FOLK THAT I HAD IT IN ME TO EXECUTE THE PROMISED WORK,then i thanked him and said i had no greater desire than to show those envious folk that i had it in me to execute the promised work,then i thanked him and said i had no greater desire than to show those envious folk that i had it in me to execute the promised work
10.13,16000,"It is now a full two hundred forty years since treasons were defined, and so long has it been since any man was touched to this extent upon this crime before myself.",IT IS NOW FULL TWO HUNDRED AND FORTY YEARS SINCE TREASONS WERE DEFINED AND SO LONG HAS IT BEEN SINCE ANY MAN WAS TOUCHED TO THIS EXTENT UPON THIS CRIME BEFORE MYSELF,it is now a full 240 years since treasons were defined and so long has it been since any man was touched to this extent upon this crime before myself,it is now full 240 years since treasons were defined and so long has it been since any man was touched to this extent upon this crime before myself
3.54,16000,"'Pinkus and Donovan, haven't they, Carroll? Yeap!",PINKUS AND DONOVAN HAVEN'T THEY CARROLL YEP,pinkus and donovan have not they carroll yeap,pinkus and donovan have not they carroll yep
3.43,16000,".""Doubtless not as the case,"" remarked mr Densmore.",DOUBTLESS THAT IS THE CASE REMARKED MISTER DINSMORE,doubtless not as the case remarked mister densmore,doubtless that is the case remarked mister dinsmore
4.46,16000,Then he set out rejoicing to return to the barrack of the fourteenth.,THEN HE SET OUT REJOICING TO RETURN TO THE BARRACK OF THE FORTY,then he set out rejoicing to return to the barrack of the 14th,then he set out rejoicing to return to the barrack of the 40
2.71,16000,"Oh, time's up already, and he went to the door.",OH TIME'S UP ALREADY AND HE WENT TO THE DOOR,0 time is up already and he went to the door,0 time is up already and he went to the door
2.29,16000,So you even have a background?,SERGEY IVANOVITCH FROWNED,so you even have a background,sergey ivanovitch frowned
4.52,16000,This man has specially welcomed the call to a Congress of Patients.,THESE MEN ESPECIALLY WELCOMED THE CALL TO A CONGRESS OF PEASANTS,this man has specially welcomed the call to a congress of patients,these men especially welcomed the call to a congress of peasants
6.655,16000,"But Sigurd waited till half of him had called over the pit, and then he thrust the sword gram right into his very heart.",BUT SIGURD WAITED TILL HALF OF HIM HAD CRAWLED OVER THE PIT AND THEN HE THRUST THE SWORD GRAM RIGHT INTO HIS VERY HEART,but sigurd waited till half of him had called over the pit and then he thrust the sword gram right into his very heart,but sigurd waited till half of him had crawled over the pit and then he thrust the sword gram right into his very heart
3.645,16000,Haven't I got something to remember them by the devils?,HAVEN'T I GOT SOMETHING TO REMEMBER THEM BY THE DEVILS,have not i got something to remember them by the devils,have not i got something to remember them by the devils
2.295,16000,".""Trick that!"" she said.",DRINK THAT SHE SAID,trick that she said,drink that she said
7.115,16000,"She really could not help it, it was so pleasant to see him again, just when she was feeling so lonely.",SHE REALLY COULD N'T HELP IT IT WAS SO PLEASANT TO SEE HIM AGAIN JUST WHEN SHE WAS FEELING SO LONELY,she really could not help it it was so pleasant to see him again just when she was feeling so lonely,she really could not help it it was so pleasant to see him again just when she was feeling so lonely
9.55,16000,"Old mr Dinsmore had accepted a pressing invitation from his granddaughter and her husband to join the party, and with the addition of servants it was a large one.",OLD MISTER DINSMORE HAD ACCEPTED A PRESSING INVITATION FROM HIS GRANDDAUGHTER AND HER HUSBAND TO JOIN THE PARTY AND WITH THE ADDITION OF SERVANTS IT WAS A LARGE ONE,old mister dinsmore had accepted a pressing invitation from his granddaughter and her husband to join the party and with the addition of servants it was a large one,old mister dinsmore had accepted a pressing invitation from his granddaughter and her husband to join the party and with the addition of servants it was a large one
3.07,16000,At that moment he had three francs left.,AT THAT MOMENT HE HAD THREE FRANCS LEFT,at that moment he had 3 francs left,at that moment he had 3 francs left
2.47,16000,The average man's a coward.,THE AVERAGE MAN'S A COWARD,the average man is a coward,the average man is a coward
4.46,16000,and he also improvised the two following de stitches.,AND HE ALSO IMPROVISED THE TWO FOLLOWING DISTICHS,and he also improvised the 2 following de stitches,and he also improvised the 2 following distichs
7.91,16000,"that he, Forch Levon, was to nail up the coffin in the cell, raise the stone in the chapel and blow the corpse into the vault.",THAT HE FAUCHELEVENT WAS TO NAIL UP THE COFFIN IN THE CELL RAISE THE STONE IN THE CHAPEL AND LOWER THE CORPSE INTO THE VAULT,that he forch levon was to nail up the coffin in the cell raise the stone in the chapel and blow the corpse into the vault,that he fauchelevent was to nail up the coffin in the cell raise the stone in the chapel and lower the corpse into the vault
2.695,16000,. . . religion has never made men free . . .,RELIGION HAS NEVER MADE MAN FREE,religion has never made men free,religion has never made man free
6.175,16000,"When Hermon entered the residence of the Gramatius in the palace, the guest had already assembled.",WHEN HERMON ENTERED THE RESIDENCE OF THE GRAMMATEUS IN THE PALACE THE GUESTS HAD ALREADY ASSEMBLED,when hermon entered the residence of the gramatius in the palace the guest had already assembled,when hermon entered the residence of the grammateus in the palace the guests had already assembled
3.275,16000,"Well, you'll know all about it presently.",WELL YOU'LL KNOW ALL ABOUT IT PRESENTLY,well you will know all about it presently,well you will know all about it presently
4.79,16000,"Now I remember, she got a letter which upset her very much, and went out.",NOW I REMEMBER SHE GOT A LETTER WHICH UPSET HER VERY MUCH AND WENT OUT,now i remember she got a letter which upset her very much and went out,now i remember she got a letter which upset her very much and went out
3.445,16000,"We were out of ammunition, and were helpless had the fight been pressed.",WE WERE OUT OF AMMUNITION AND WERE HELPLESS HAD THE FIGHT BEEN PRESSED,we were out of ammunition and were helpless had the fight been pressed,we were out of ammunition and were helpless had the fight been pressed
2.415,16000,"said he, at last, sadly.",SAID HE AT LAST SADLY,said he at last sadly,said he at last sadly
9.02,16000,"The truth is, I could not indio to be mrs Bride in a public wedding to be made the happiest person on earth",THE TRUTH IS I COULD NOT ENDURE TO BE MISSUS BRIDE IN A PUBLIC WEDDING TO BE MADE THE HAPPIEST PERSON ON EARTH,the truth is i could not indio to be missus bride in a public wedding to be made the happiest person on earth,the truth is i could not endure to be missus bride in a public wedding to be made the happiest person on earth
12.295,16000,"The great extension of means of communication and interchange of ideas has made men completely able to dispense with state aid in forming societies, associations, corporations, and congresses for scientific, economic, and political objects.",THE GREAT EXTENSION OF MEANS OF COMMUNICATION AND INTERCHANGE OF IDEAS HAS MADE MEN COMPLETELY ABLE TO DISPENSE WITH STATE AID IN FORMING SOCIETIES ASSOCIATIONS CORPORATIONS AND CONGRESSES FOR SCIENTIFIC ECONOMIC AND POLITICAL OBJECTS,the great extension of means of communication and interchange of ideas has made men completely able to dispense with state aid in forming societies associations corporations and congresses for scientific economic and political objects,the great extension of means of communication and interchange of ideas has made men completely able to dispense with state aid in forming societies associations corporations and congresses for scientific economic and political objects
12.92,16000,"For my life I cannot beat into their heads a passion that must be subject to no decay, an even perfect kindness that must last perpetually, without the least intermission.",FOR MY LIFE I CANNOT BEAT INTO THEIR HEADS A PASSION THAT MUST BE SUBJECT TO NO DECAY AN EVEN PERFECT KINDNESS THAT MUST LAST PERPETUALLY WITHOUT THE LEAST INTERMISSION,for my life i cannot beat into their heads a passion that must be subject to no decay an even perfect kindness that must last perpetually without the least intermission,for my life i cannot beat into their heads a passion that must be subject to no decay an even perfect kindness that must last perpetually without the least intermission
2.82,16000,You laughed and flared at me when I was on the cutter deck.,YOU LAUGHED AND FLEERED AT ME WHEN I WAS ON THE CUTTER'S DECK,you laughed and flared at me when i was on the cutter deck,you laughed and fleered at me when i was on the cutter is deck
2.7,16000,And why did Andy call mr Gur father?,AND WHY DID ANDY CALL MISTER GURR FATHER,and why did andy call mister gur father,and why did andy call mister gurr father
2.425,16000,'I am here to do anything you wish.,I AM HERE TO DO ANYTHING YOU WISH,i am here to do anything you wish,i am here to do anything you wish
8.68,16000,Why should men and women have children that they cannot take care of? Children that are a burden and curses? Why?,WHY SHOULD MEN AND WOMEN HAVE CHILDREN THAT THEY CANNOT TAKE CARE OF CHILDREN THAT ARE BURDENS AND CURSES WHY,why should men and women have children that they cannot take care of children that are a burden and curses why,why should men and women have children that they cannot take care of children that are burdens and curses why
7.64,16000,".""How you have been proved, my boy!"" he had exclaimed, is now time for you to try, and this is a good exchange, isn't it?",HOW YOU HAVE IMPROVED MY BOY HE EXCLAIMED IT IS NOW TIME FOR YOU TO TRY AND THIS IS AS GOOD A CHANGE AS ANY,how you have been proved my boy he had exclaimed is now time for you to try and this is a good exchange is not it,how you have improved my boy he exclaimed it is now time for you to try and this is as good a change as any
5.825,16000,We are not allowed to have hearts on the penalty of being hooted down and of ruining our credit.,WE ARE NOT ALLOWED TO HAVE HEARTS UNDER PENALTY OF BEING HOOTED DOWN AND OF RUINING OUR CREDIT,we are not allowed to have hearts on the penalty of being hooted down and of ruining our credit,we are not allowed to have hearts under penalty of being hooted down and of ruining our credit
